DrugID	TargetID
N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE	1111
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	6714
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	1956
N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide	2147
N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide	2147
N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide	377677
N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide	2321
N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide	3791
N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide	3791
N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide	1017
N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide	4843
N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide	4842
N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine	1017
N-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide	2193424
N-(5'-phosphopyridoxyl)-L-alanine	945553
N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE	1111
N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE	2147
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide	1017
N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide	1017
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	6795
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	6714
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	2932
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	57118
N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine	2050
N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine	5604
N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	5298
N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	5294
N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	5289
N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide	1859
N-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide	945554
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide	808
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide	7134
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide	7137
N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE	2160
N-(Benzoylcarbamoyl)-beta-D-glucopyranosylamine	5837
N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide	5770
N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE	3791
N-(Chlorophenyl)-N'-hydroxyguanidine	4846
N-(Phosphonoacetyl)-L-Ornithine	5009
N-(QUINOLIN-8-YL)METHANESULFONAMIDE	947882
N-(Sulfanylacetyl)Tyrosylprolylmethioninamide	45025515
N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE	6257
N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE	10062
N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE	1803
N-(biphenyl-4-ylsulfonyl)-D-leucine	4321
N-(carboxycarbonyl)-D-phenylalanine	55662
N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide	1432
N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine	4321
N-(indole-3-acetyl)-L-aspartic acid	1253245
N-(indole-3-acetyl)-L-aspartic acid	1253246
N-(pyridin-3-ylmethyl)aniline	4048
N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	5602
N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE	1803
N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	1803
N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE	1508
N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid	2618
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide	4233
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide	3635624
N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID	944818
N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID	944818
N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE	760
N-1-methylheptylformamide	126
N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine	2193424
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine	7046
N-2-Thiophen-2-Yl-Acetamide Boronic Acid	948669
N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE	881789
N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE	5328
N-6022	873
N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE	5770
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE	2147
N-Acetyl-L-Glutamate	879620
N-Acetyl-L-Glutamate	948464
N-Acetyl-Serine	2162
N-Acetyl-glucosamine thiazoline	3074
N-Acetylalanine	231
N-Acetylglucosamine	55577
N-Acetylglucosamine	51172
N-Acetylglucosamine	2683
N-Acetylglucosamine	5973
N-Acetylglucosamine	4669
N-Acetylglucosamine	8702
N-Acetylmethionine	6010
N-Allylaniline	1258585
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine	5644
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester	5644
N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid	5644
N-Alpha-Acetyl-3,5-Diiodotyrosylglycine	5066
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	5602
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	5594
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	1493919
N-Benzyl-4-Sulfamoyl-Benzamide	760
N-Benzylformamide	125
N-Butyl Isocyanide	886402
N-Butyl Isocyanide	4151
N-Caffeoyltyramine	7299
N-Carbamoyl-Alanine	7001
N-Carbamoylaspartic acid	945787
N-Carbamoylphenylalanine	1357
N-Carboxymethionine	3168094
N-Carboxymethionine	949035
N-Carboxymethionine	3643463
N-Cyclohexyl-N'-(4-Iodophenyl)Urea	2053
N-Cyclohexyl-N'-(Propyl)Phenyl Urea	2053
N-Cyclohexyl-N'-Decylurea	2053
N-Cyclopentyl-N-Cyclobutylformamide	124
N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	4129
N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	3479
N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	2652996
N-ETHYL-N-ISOPROPYL-3-METHYL-5-{[(2S)-2-(PYRIDIN-4-YLAMINO)PROPYL]OXY}BENZAMIDE	2147
N-Ethyl-5'-Carboxamido Adenosine	7184
N-Ethylmaleimide	1178
N-Formylmethionine	1329
N-Formylmethionine	4514
N-Formylmethionine	1349
N-Formylmethionine	4513
N-Formylmethionine	1351
N-Formylmethionine	1339
N-Formylmethionine	8192
N-Formylmethionine	947779
N-Formylmethionine	9377
N-Formylmethionine	945780
N-Formylmethionine	4537
N-Formylmethionine	4512
N-Formylmethionine	5875
N-Formylmethionine	1327
N-Formylmethionine	1346
N-Formylmethionine	945782
N-Formylmethionine	6035
N-Formylmethionine	795
N-Formylmethionine	1340
N-Formylmethionine	4535
N-Formylmethionine	944881
N-Formylmethionine	3106
N-Formylmethionine	1345
N-Formylmethionine	462
N-Formylmethionine	98347068
N-Formylmethionine	945808
N-Formylmethionine	1350
N-Formylmethionine	6285
N-Formylmethionine	567
N-Formylmethionine	5876
N-Formylmethionine	948705
N-Formylmethionine	7316
N-Formylpiperidine	126
N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	4312
N-Heptylformamide	125
N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide	4314
N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide	4314
N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide	55869
N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide	4314
N-Hydroxy-4-phosphonobutanamide	7167
N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	4314
N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	4321
N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	4319
N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	9313
N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	1548
N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	5569
N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	5566
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE	4129
N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE	331
N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide	1017
N-Methyl-N-(Methylbenzyl)Formamide	5972
N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide	1025370
N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide	946869
N-Methyl-Pyridoxal-5'-Phosphate	945553
N-Methylleucine	3627
N-Methylmesoporphyrin	939772
N-Methylmesoporphyrin	2235
N-Methylmesoporphyrin containing copper	939772
N-Methylnaloxonium	1066
N-Methylphenylalanyl-N-[(trans-4-aminocyclohexyl)methyl]-L-prolinamide	2147
N-Octyl-2-Hydroxyethyl Sulfoxide	944856
N-Octyl-2-Hydroxyethyl Sulfoxide	949042
N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE	945553
N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE	945553
N-Propargyl-1(S)-Aminoindan	4129
N-Propyl Isocyanide	4151
N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate	945384
N-Pyridoxyl-Glycine-5-Monophosphate	4953
N-Pyridoxyl-Glycine-5-Monophosphate	6470
N-Pyridoxyl-Glycine-5-Monophosphate	89517346
N-Tridecanoic Acid	5319
N-Tridecanoic Acid	5320
N-Tridecanoic Acid	30814
N-Valeric Acid	2867
N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE	2099
N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide	880698
N-[(1S)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide	23569
N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE	1520
N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE	5566
N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	1520
N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide	2932
N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide	208
N-[(1S)-2-methyl-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide	856398
N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	1520
N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE	3320
N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide	886366
N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide	760
N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE	2147
N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE	2147
N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide	1513
N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea	1432
N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE	54583
N-[(4-methoxyphenyl)sulfonyl]-D-alanine	4321
N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE	23621
N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide	5837
N-[(6-butoxynaphthalen-2-yl)sulfonyl]-D-glutamic acid	944818
N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid	944818
N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE	2053
N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide	1312
N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid	10863
N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide	823
N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide	23621
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID	2155
N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide	23621
N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE	1520
N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	1520
N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane	1512
N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane	1508
N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine	93643681
N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID	1253245
N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID	1253246
N-[1H-INDOL-3-YL-ACETYL]VALINE ACID	1253245
N-[1H-INDOL-3-YL-ACETYL]VALINE ACID	1253246
N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE	4843
N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide	1990
N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide	948237
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	760
N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	4835
N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	4544
N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	4543
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10097
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10096
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10092
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10094
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10093
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10109
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	10095
N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE	4843
N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	207
N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	2932
N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE	4843
N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE	5566
N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE	1259
N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE	5569
N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide	2147
N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide	2147
N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	7298
N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide	1432
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE	6790
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE	1017
N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide	836
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	4312
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	4316
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	4313
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	4318
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	9507
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	11096
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	4314
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	4317
N-[3-(aminomethyl)benzyl]acetamidine	4843
N-[3-(aminomethyl)benzyl]acetamidine	4842
N-[3-(aminomethyl)benzyl]acetamidine	4846
N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine	4311
N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine	4048
N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE	2050
N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE	890
N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE	1017
N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE	7465
N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide	1017
N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide	7046
N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	3320
N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE	759
N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE	760
N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE	768
N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid	471
N-[4-(benzyloxy)phenyl]glycinamide	4048
N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE	69562815
N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-	1432
N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	25
N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside	280
N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside	279
N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE	1017
N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE	3791
N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE	2203
N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone	3168241
N-[O-Phosphono-Pyridoxyl]-Isoleucine	587
N-[Tosyl-D-Prolinyl]Amino-Ethanethiol	3643463
N-[Tosyl-D-Prolinyl]Amino-Ethanethiol	949035
N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	4314
N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA	155348
N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA	155348
N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	23621
N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide	23621
N-acetyl-D-glucosamine-6-phosphate	945290
N-acetyl-D-glucosamine-6-phosphate	10007
N-acetyl-L-arginine	93730537
N-acetyl-N'-beta-D-glucopyranosyl urea	5837
N-acetyl-alpha-D-glucosamine	882528
